intent_Global_취소	관둘게요
intent_Global_취소	관둘래
intent_Global_취소	그냥 관둘래
intent_Global_취소	그냥 안 하겠습니다
intent_Global_취소	그냥 안 하고 싶어
intent_Global_취소	그냥 안 하고 싶어요
intent_Global_취소	그냥 안 하고 싶은데
intent_Global_취소	그냥 안 하는 것이 낫겠어요
intent_Global_취소	그냥 안 하는게 좋겠어요
intent_Global_취소	그냥 안 하는게 좋을 것 같아요
intent_Global_취소	그냥 안 하려고요
intent_Global_취소	그냥 안할게
intent_Global_취소	그냥 없던 걸로
intent_Global_취소	그냥 취소
intent_Global_취소	그냥 취소 좀
intent_Global_취소	그냥 취소 좀 해줘
intent_Global_취소	그냥 취소하게 해줘
intent_Global_취소	그냥 취소하자
intent_Global_취소	그냥 취소할게요
intent_Global_취소	그냥 취소할래
intent_Global_취소	그냥 취소해도 될까요?
intent_Global_취소	그만
intent_Global_취소	그만 꺼줘
intent_Global_취소	그만 꺼줘요
intent_Global_취소	그만 끝내 주세요
intent_Global_취소	그만 끝내겠습니다
intent_Global_취소	그만 끝내고 싶어
intent_Global_취소	그만 끝내길 원합니다
intent_Global_취소	그만 끝내도 되죠?
intent_Global_취소	그만 끝내자
intent_Global_취소	그만 끝내줘
intent_Global_취소	그만 끝낼게
intent_Global_취소	그만 도와주세요
intent_Global_취소	그만 진행할게요
intent_Global_취소	그만하겠습니다
intent_Global_취소	그만하고 꺼
intent_Global_취소	그만할게요
intent_Global_취소	그만할래요
intent_Global_취소	그만해
intent_Global_취소	그만해라
intent_Global_취소	끝내기
intent_Global_취소	끝내주세요
intent_Global_취소	끝내주실래요
intent_Global_취소	끝내줘
intent_Global_취소	끝낼게
intent_Global_취소	끝낼래요
intent_Global_취소	나가기
intent_Global_취소	나갈래요
intent_Global_취소	다음에 할 게요
intent_Global_취소	다음에 할게요
intent_Global_취소	대화 그만
intent_Global_취소	대화 그만 할래요
intent_Global_취소	대화 꺼줘
intent_Global_취소	대화 꺼줘요
intent_Global_취소	대화 끝내기
intent_Global_취소	대화 나가기
intent_Global_취소	대화 나갈래요
intent_Global_취소	대화 필요없다고
intent_Global_취소	대화 필요없어
intent_Global_취소	대화창 꺼
intent_Global_취소	대화창 꺼달라고
intent_Global_취소	대화창 꺼버려
intent_Global_취소	대화창 꺼주세요
intent_Global_취소	대화창 꺼줘
intent_Global_취소	대화창 끄기
intent_Global_취소	대화창 닫기
intent_Global_취소	대화창 닫아줄래
intent_Global_취소	대화창 닫아줘
intent_Global_취소	대화창 닫을게요
intent_Global_취소	대화창 없애줘
intent_Global_취소	대화창 없애줘요
intent_Global_취소	스톱
intent_Global_취소	스톱해 줘
intent_Global_취소	아 그냥 요청 안할래
intent_Global_취소	아 다음에 할래요
intent_Global_취소	아냐 그만해
intent_Global_취소	아냐 됐어
intent_Global_취소	아니 그만
intent_Global_취소	아니 취소
intent_Global_취소	아니다 그만할게요
intent_Global_취소	아니다 그만해줘
intent_Global_취소	아니야 그만할래
intent_Global_취소	아무 것도 아냐
intent_Global_취소	아무 것도 아니야
intent_Global_취소	안 할 거야
intent_Global_취소	안 할래
intent_Global_취소	안 함
intent_Global_취소	안 해
intent_Global_취소	암 것도 아니에요
intent_Global_취소	없던 걸로 해줘
intent_Global_취소	요청 취소
intent_Global_취소	요청 취소하려고요
intent_Global_취소	요청하던 거 취소해줘
intent_Global_취소	이만 끝내줘
intent_Global_취소	이제 됐다고
intent_Global_취소	이제 됐다니까
intent_Global_취소	이제 됐어
intent_Global_취소	이제 됐어요
intent_Global_취소	이제 됐으니까 꺼
intent_Global_취소	이제 됐으니까 꺼줘요
intent_Global_취소	이제 됐으니까 끌게
intent_Global_취소	이제 안필요하다고
intent_Global_취소	이제 안필요해
intent_Global_취소	이제 필요 없어
intent_Global_취소	이제 필요없어
intent_Global_취소	이제 필요없어요
intent_Global_취소	종료 부탁
intent_Global_취소	종료 부탁해요
intent_Global_취소	종료 요청합니다
intent_Global_취소	종료 원해요
intent_Global_취소	종료하겠습니다
intent_Global_취소	종료하겠음
intent_Global_취소	종료하고 싶어요
intent_Global_취소	종료해
intent_Global_취소	종료해라
intent_Global_취소	종료해주라
intent_Global_취소	종료해주십시오
intent_Global_취소	지금 안 할래요
intent_Global_취소	지금 취소할래
intent_Global_취소	진행 그만
intent_Global_취소	진행 그만해
intent_Global_취소	진행 멈추겠습니다
intent_Global_취소	진행 종료
intent_Global_취소	진행 종료 원합니다
intent_Global_취소	진행 종료해줘
intent_Global_취소	진행 취소 좀
intent_Global_취소	진행 취소할래요
intent_Global_취소	진행 취소해 주세요
intent_Global_취소	진행 캔슬합니다
intent_Global_취소	진행하지 않을래요
intent_Global_취소	진행하지마
intent_Global_취소	취소
intent_Global_취소	취소 바람
intent_Global_취소	취소 부탁
intent_Global_취소	취소 부탁합니다
intent_Global_취소	취소 요청함
intent_Global_취소	취소 원합니다
intent_Global_취소	취소요
intent_Global_취소	취소하고 싶습니다
intent_Global_취소	취소하는 걸로
intent_Global_취소	취소해 주시면 감사하겠습니다
intent_Global_취소	취소해야겠어요
intent_Global_취소	캔슬 요청
intent_Global_취소	캔슬 원해요
intent_Global_취소	캔슬ㄱㄱ
intent_Global_취소	캔슬할래
intent_Global_취소	캔슬해야겠다
intent_Global_취소	캔슬해야겠어요
intent_Global_취소	필요없습니다
intent_Global_취소	필요없어
intent_Global_취소	필요없어요
intent_Global_취소	그만해줘
intent_Global_취소	종료
intent_Global_취소	취소해 줘요
intent_Global_취소	캔슬해 줘요
intent_Global_취소	이제 필요 없어졌어요
intent_Global_취소	아니다 됐어
intent_Global_취소	캔슬
intent_Global_취소	캔슬 고고
intent_Global_취소	캔슬 고
intent_Global_취소	캔슬하려고요
intent_Global_취소	캔슬 부탁해
intent_Global_취소	캔슬 좀
intent_Global_취소	캔슬하자
intent_Global_취소	그만 캔슬해
intent_Global_취소	캔슬하려고 해요
intent_Global_취소	그만 캔슬 ㄱㄱ
intent_Global_취소	캔슬 ㄱㄱ해 주세요
intent_Global_취소	스톱하자
